ID,YEAR,MONTH,DAY,HOUR,MINUTE,LATITUDE,LONGITUDE,LOCATION_NAME,COUNTRY,REGION,CAUSE,EVENT_VALIDITY,EQ_MAGNITUDE,EQ_DEPTH,TS_INTENSITY,DAMAGE_TOTAL_DESCRIPTION,HOUSES_TOTAL_DESCRIPTION,DEATHS_TOTAL_DESCRIPTION,URL,COMMENTS,eq,distance_to_city,city_name,city_pop,water_temp_change
3599,2007,12.0,9.0,7.0,28.0,-25.996,-177.514,KERMADEC ISLANDS,KERMADEC ISLANDS,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.8,153.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3599,"A tide gauge record was available only from one station: 
<ul>
<dl> Suva, Viti Levu, Fiji; 1-min; 18 deg 08 min S; 178 deg 26 min E
</ul>
<P>A weak but quite clear tsunami was identified in the de-tided record.
<P>Link to a <a href=""http://www.ngdc.noaa.gov/hazard/img/kermadec_12_9_2007.jpg""><U><B>Plot of tide gauge records</B></U></a>.
<P>(above from reference #4001)",1.0,1408.6951238211634,Auckland,1606564,5.768
3248,2007,9.0,30.0,5.0,23.0,-49.418,163.954,AUCKLAND ISLANDS,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.4,10.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3248,"On September 30, 2007, at 05:23:34 UTC [04:23:34 pm local time in New Zealand] an earthquake occurred 205 km NW of Auckland Islands, New Zealand and 1245 km SW of Wellington, New Zealand. The earthquake generated a small tsunami that was observed on the east coast of Australia.",1.0,1646.184465854735,Auckland,1606564,5.768
3293,2007,11.0,14.0,15.0,40.0,-22.247,-69.89,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,7.7,40.0,,Severe (~>$5 to $24 million),Very Many (~1001 or more houses),Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3293,"According to the USGS summary of the event, tsunami
wave heights in centimeters (peak-to-trough) were
recorded at the following tide stations: 25.5 at Antofagasta,
19.5 at Arica, 9.5 at Caldera and 19.3 at Iquique.
(reference #4953)",1.0,647.7917751175935,Salta,684751,5.768
5701,2008,11.0,23.0,,,31.065,109.92,"WU GORGE, WUSHAN COUNTY",CHINA,"China, North and South Korea, Philippines, Taiwan",Landslide,Event that only caused a seiche or disturbance in an inland river,,,,Limited (<$1 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5701,"At 4:40p.m. on November 23, 2008, the Gongjiafang slope collapsed on the north bank of Yangtze River in Wu Gorge of Three Gorges Reservoir.
<P>At the time of the first landslide, the altitude of the still water level in the reservoir was 172.8 m. The run-up height of the wave generated by that landslide reached a maximum of 13.1 m and decreased as it propagated up through the reservoir, declining to 1 2 m in Wushan County, 4 km upstream of the landslide. The wave generated by the Gongjiafang landslide is the most significant impulse wave incident to ever happen in the main stream of Yangtze River after the impoundment of Three Gorges Reservoir and is, thus, of concern to local authorities and has attracted the attention of researchers.
<P>The run-up height of the impulse wave at 300 m upstream of Gongjiafang north shore and at 4 km upstream of the landslide mass were 13.1 and 1.1 m, respectively. The wave persisted in the reservoir for about half an hour. At Hengshixi Cement Plant, 6 km downstream of the landslide, the run-up height of the impulse wave was 2.1 m. Navigation lights and other facilities on the reservoir shores, as well as the hulls of a many tour vessels were damaged to varying degrees by the impulse wave, resulting in a direct economic loss of RMB five million.
<P>(above from reference #9817)",0.0,97.11195357006046,Enshi,586667,7.268
3601,2008,4.0,28.0,18.0,33.0,-19.941,168.953,VANUATU ISLANDS,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Very Doubtful Tsunami,6.4,32.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3601,"Tide gauge records were available from four stations: <ul>
<dl>(1) Port Vila, Efate, Vanuatu; 1-min; 17 deg 45 min 19.2 sec S; 168 deg 18 min 27.7 sec E
<dl>(2) Luganville, Santo, Vanuatu; 1-min; 15 deg 30 min 54 sec S; 167 deg 11 min 18 sec E 
<dl>(3) Suva, Viti Levu, Fiji; 1-min; 18 deg 08 min S; 178 deg 26 min E
<dl>(4) Lautoka, Viti Levu, Fiji; 1-min; 17 deg 36 min S; 177 deg 26 min E</ul>
<P>Link to a <a href=""http://www.ngdc.noaa.gov/hazard/img/vanuatu_4_28_2008.jpg""><U><B>Plot of tide gauge records</B></U></a>.
<P>Tsunami-like oscillations were identified in the records of the Vanuatu stations (located close to the source) in about 2.5 hours after the main shock, however, it is not clear are these oscillations related to the earthquake or were generated by some atmospheric activity. Some similar trains of oscillations were observed at these sites before the earthquakes. The oscillations at Port Vila are very regular and monochromatic and are probably associated with the fundamental mode of the corresponding local bay. Thus, these oscillations may be generated by various sources. <P>(above from reference #4001)",1.0,1813.5427675176916,Gold Coast,699226,6.834
3586,2008,5.0,12.0,6.0,28.0,31.002,103.322,SICHUAN PROVINCE,CHINA,"China, North and South Korea, Philippines, Taiwan",Earthquake,Event that only caused a seiche or disturbance in an inland river,7.9,19.0,,Extreme (~$25 million or more),Very Many (~1001 or more houses),Very Many (~1001 or more people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3586,"On May 12, 2008, at 06:28:00 UTC (2:28 PM local time in China), an earthquake occurred 90 km WNW of Chengdu, Sichuan, China and 1545 km SW of Beijing, China. Seiches were observed at Kotalipara, Bangladesh. (reference #1053)",1.0,80.43410445343284,Chengdu,9135768,7.268
3505,2008,4.0,9.0,12.0,46.0,-20.071,168.892,LOYALTY ISLANDS,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.3,35.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3505,"An earthquake occurred on Apr 9, 2008 (11:46 PM local time in Loyalty Islands) 85 km SSW of Isangel, Tanna, Vanuatu. (reference #1053). The earthquake generated a tsunami that was recorded in Port Vila, Vanuatu.",1.0,1800.455028349974,Gold Coast,699226,6.834
3558,2008,7.0,19.0,2.0,39.0,37.552,142.214,OFF EAST COAST OF HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,6.9,22.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3558,"July 19, 2008, 02:39:28.7 UTC, 37.552 N, 142.214 E, magnitude 7.0 Mw.  A small tsunami was observed along the coast of Fukushima and Miyagi. (reference #1053)",1.0,142.46963002818347,Sendai,2327417,7.268
3588,2008,8.0,20.0,23.0,0.0,-28.5,13.2,SOUTHERN ATLANTIC OCEAN,SOUTH AFRICA,West Coast of Africa,Unknown,Probable Tsunami,,,,Limited (<$1 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3588,"Around 06:11 SAST (04:11 GMT) on Thursday, August 21, 2008, the port installations at St. Helena were flooded by a series of waves which inflicted significant damage, notably to the infrastructure of a shipyard, this phenomenon lasting for about 15 min.
<P>On the other hand, Hartnady et al. (2009) documented instrumental observation of the 2008 waves by maregraphs over an 850-km stretch of coastline extending from Luderitz, Namibia, in the north to Granger Bay near Cape Town in the south. <P>Based on the timing of the largest waves, Hartnady et al. (2009) proposed to locate the source of the main component of the tsunami around 28:5 S; 13:2 E, with an origin time of 23:00 GMT on August 20, 2008. Noting the presence of the Chamais Slump in the proposed source area, and the existence of documented gas hydrate structures in a structurally similar area 260 km to the southeast (Ben-Avraham et al. 2002), Hartnady et al. (2009) suggested to interpret the 2008 waves as due to a prolonged episode of slumping triggered by the destabilization of gas hydrates, and reaching its climax 24 h after it started.
<P>However, Hartnady et al. (2009) noticed that barometric records at Port Nolloth showed signals inversely correlated with sea level residuals, speculating that while the ocean waves may have been driving the atmosphere, the opposite, i.e., a meteorological origin of the 2008 waves, might also be true [C. Hartnady, pers. comm., 2013]. <P>(all above frome reference #11087)
<P>An undersea earthquake is believed to have triggered a mini-tsunami off the Cape west coast last week, causing noticeable fluctuations in tidal patterns, the National Sea Rescue Institute (NSRI) said yesterday. The earthquake caused a mudslide, which in turn caused the tsunami, said NSRI spokesperson Craig Lambinon. The tidal changes caused damage to some factories in St Helena Bay. You get about five earthquakes around the world every day, so it is not unusual  its just that it came without warning, said Lambinon, adding that the quake was not severe enough to warrant a tsunami warning. South Africa is part of an early-warning tsunami monitoring system based in Hawaii. (reference #3998)",0.0,780.4226970591682,Cape Town,4617560,6.834
3623,2008,11.0,16.0,17.0,2.0,1.271,122.091,SULAWESI,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,7.3,30.0,,Severe (~>$5 to $24 million),,Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3623,"An earthquake of magnitude Mw 7.6 stroke north Sulawesi, Indonesia at 01:02:31 on November 17, 2008 (local time). A small local tsunami was also observed according to local residents. (reference #4032)",1.0,585.0051030202413,Samarinda,1010413,7.268
3589,2008,9.0,11.0,0.0,20.0,41.892,143.754,HOKKAIDO ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,6.8,25.0,,Severe (~>$5 to $24 million),,Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3589,,1.0,236.26181921282821,Sapporo,2669680,7.268
3587,2008,8.0,8.0,,,52.18,-175.5,"KASATOCHI VOLCANO, ALEUTIAN IS, AK",USA,Alaska (including Aleutian Islands),Volcano,Definite Tsunami,,,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3587,"A volcanic eruption, preceded by a swarm of magnitude 3.0 to 5.8 earthquakes, was first observed at 2217 UTC (1417 AKDT) on 07 August 2008, and was located at Kasatochi Volcano. The Alaska Volcano Observatory (AVO) reported three major explosive eruptions at Kasatochi volcano between approximately 2230 UTC (1430 AKDT) on 07 August and 0500 UTC on 08 August (2100 AKDT on 07 August). Ash from these explosions reached at least 45,000 ft above sea level. The volcanic eruption produced a 19-cm amplitude tsunami measured at the Adak, Alaska tide gauge at 0324 UTC on 08 August 2008. The tsunami was also recorded at Atka, Alaska with a maximum amplitude of 7 cm. (reference #2582)",0.0,3342.0878768886423,Sapporo,2669680,7.268
3382,2008,2.0,25.0,8.0,36.0,-2.486,99.972,SUMATRA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,6.5,25.0,,Limited (<$1 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3382,,1.0,178.03922599414577,Padang,980455,6.834
3621,2008,10.0,28.0,,,43.8,-69.7,MAINE,USA,"East Coast USA and Canada, St Pierre and Miquelon",Meteorological,Probable Tsunami,,,,Limited (<$1 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3621,"BOOTHBAY HARBOR (NEWS CENTER) --Some boats were scratched and docks damaged Tuesday afternoon when low tide became high within a matter of minutes.
<P>Locals in the area say it happened about 6 or 7 times throughout the afternoon. They say it surged in within a matter of 5 minutes, then flowed back out just as quickly.
<P>The National Weather Service says the cause ""remains a mystery and may never be known.""
NATIONAL WEATHER SERVICE GRAY ME
<P>...Tuesday's Unusual Tide Fluctuations Along The Mid-Maine Coast...
<P>The cause of yesterday's unusual tide fluctuations along the mid coast of Maine remains a mystery...and may never be known. Significant rapid rises and falls in tide levels were observed around 3 pm in Boothbay Harbor, Southport, and Bristol. Only very minor fluctuations were noted at tide gauges along the coast.
<P>Eye-witness reports from several locations indicated that water levels fell and rose from 4 feet to as much as 12 feet along the coast during the event. These rapid changes in tidal levels generated the strong currents that damaged piers and boats in the area.
<P>(above from reference #4027)
<P>Nov. 4 (Bloomberg)--A series of freak waves that crashed into Boothbay Harbor, Maine, caused $10,000 to $20,000 in damage and left experts and residents puzzling over what caused it.
<P>The first of the waves last week pushed a 4-foot to 12-foot (1.2-meter to 3.6-meter) wall of water into the harbor, said Dave Benner, Boothbay Harbor Emergency Management Agency director, citing witnesses.
<P>""We really don't know what happened; it was definitely weird and nothing normal,"" Benner said by telephone from the town about 126 miles (203 kilometers) northeast of Boston. ""I have never seen anything like it.""
<P>Such waves can be caused by squalls or seismic activity, such as a landslide under the ocean or a small earthquake, said Jeff List, an oceanographer with the U.S. Geological Survey in Woods Hole, Massachusetts. The exact cause of the Maine event is under investigation. 
<P>(above from reference #4028)
<P>The impact was greatest in Boothbay, Maine, where zero-to-peak amplitudes were estimated at 2 m, and several marine structures and boats were damaged. (reference #11074)",0.0,194.46268817750092,Boston,694053,7.268
4356,2009,5.0,28.0,8.0,24.0,16.72,-86.236,OFF COAST OF HONDURAS,HONDURAS,Caribbean Sea,Earthquake,Definite Tsunami,7.3,10.0,,Moderate (~$1 to $5 million),Many (~101 to 1000 houses),Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/4356,"Approximately 20 minutes after the tremor a regression or slow retirement of the sea was observed, up to 70 meters of the beach, that lasted about 30 minutes. Later the sea began to return with a strong surge and increase in level. The last surge dammed the exit of the river [Motagua] producing a backwater and investment in the normal direction of the current or ebb tide. This caused it to increase the level of the river 2-4 m (it surpassed the huts) in the first km and < 2 meters 25 km up the river, causing floods on both sides which extended up to 500 meters of the border. The flood and backward movement of waters lasted almost 24 hours. (reference #6612)
<P>Seiche in swimming pools reported at La Ceiba and Roatan. (reference #1053)",1.0,233.794291672733,San Pedro Sula,902751,7.162
4442,2009,10.0,7.0,22.0,3.0,-13.005999999999998,166.51,VANUATU ISLANDS,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.6,45.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/4442,"Two earthquakes occurred on October 7 2009 near the Vanuatu Islands in the southwest Pacific. The first earthquake, magnitude 7.7 at 2203UTC, was located at 13.05S, 166.19E and the second earthquake, magnitude 7.8 at 2218UTC, was located at 12.55S, 166.31E (USGS parameters). Both events triggered a tsunami. Due to the close origin time and location of the sources, it is not possible to determine the amplitude generated by each source. The computed travel time is provided for the first event. (reference #5608)",1.0,2129.266224317113,Brisbane,2406182,7.424
4312,2009,3.0,19.0,18.0,17.0,-23.046,-174.65900000000002,TONGA,TONGA,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.6,34.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/4312,"A small tsunami was generated with wave heights (peak-to-trough, in cm.) at the following selected tide stations: 10.4 at Iquique, Chile; 17.3 at Rarotonga, Cook Islands; 5.7 at Suva, Fiji; 27.0 at Santa Cruz, Galapagos Islands; 10.0 at Honolulu, 18.6 at Kahului and 9.4 at Nawiliwili, Hawaii; 20.3 at Nuku Hiva and 14.5 at Hiva Oa, Marquesas Islands; 10.0 at
Napier, New Zealand; 8.7 at Niue; 22.8 at Callao, Peru; 10.7 at Port-Vila, Vanuatu. (reference #1053)",1.0,1836.8987134051029,Auckland,1606564,7.424
3692,2009,2.0,11.0,17.0,34.0,3.884,126.397,CELEBES SEA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,7.2,22.0,,Moderate (~$1 to $5 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3692,"A major earthquake with a moment magnitude of 7.2 (USGS magnitude) occurred at 17:34:50 UTC 11 February 2009 (day 042) and was located 174 miles/278 km SSE of General Santos, Mindanao, Philippines (3.9N, 126.4E, 12.4mi/19.8km depth--USGS location). This earthquake produced a small tsunami that was recorded at the tide gage at Davao, Philippine Islands. (reference #4150)",1.0,281.39339917696367,General Santos City,652723,7.162
5713,2009,7.0,1.0,9.0,30.0,34.164,25.471,CRETE,GREECE,Mediterranean Sea,Earthquake,Definite Tsunami,6.4,19.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5713,"The July 1, 2009 south of Crete earthquake was followed by a small local tsunami which reportedly inundated the south-eastern coast of Crete and the northern coast of Chrisi Islet[...]The tsunami was not recorded at tide gauges, but it was observed by many eyewitnesses given its occurrence in summer, at 12.30 pm local time, when many people were on the beach.  (reference #12449)",1.0,451.9714139336893,Athens,3153355,7.162
4441,2009,9.0,30.0,10.0,16.0,-0.72,99.867,SUMATRA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,7.5,81.0,,Extreme (~$25 million or more),Many (~101 to 1000 houses),Very Many (~1001 or more people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/4441,"A local tsunami was recorded at Padang, Sumatra.",1.0,59.6973851253898,Padang,980455,7.424
5734,2009,9.0,2.0,7.0,55.0,-7.782,107.297,JAVA SEA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,7.0,46.0,,Severe (~>$5 to $24 million),,Some (~51 to 100 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5734,"On 2 September 2009, a M7.4 earthquake occurred in the Java Sea (7.81&#9702; S/107.26&#9702; E, Fig. 6a) (GEOFON, 2009). This earthquake caused a small tsunami (Fig. 6b) which was recorded at the BAKOSURTANAL tide gauge sites of Pameungpeuk (7.66 S/107.68 E) and Pelabuhan ratu (6.98 S/106.54 E). (reference #10258)",1.0,99.70680779642822,Bandung,2580191,7.424
3647,2009,1.0,3.0,19.0,43.0,-0.414,132.885,NEAR NORTH COAST,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,7.6,17.0,,Severe (~>$5 to $24 million),,Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3647,"Irian Jaya Tsunamis of 3 January 2009. A major earthquake with a moment magnitude of 7.6 (USGS) occurred at 19:43:55 UTC 3 January (day 003) and was located 93 miles WNW of Manokwari, Irian Jaya, Indonesia (0.51S, 132.787E, 21.7mi/34.7km depth--USGS location). Two hours and 50 minutes after the first earthquake, a second major earthquake (occurring at 22:33:42 UTC 3 January, 2009) with a moment magnitude of 7.4 (USGS) occurred 51.7 miles WNW of Manokwari, Irian Jaya, Indonesia (0.695S, 133.279E, 21.7mi/34.7km depth--USGS location). These earthquakes produced tsunamis that were recorded at tide gages monitored at the Tsunami Warning Centers. (reference #8657)",1.0,1120.473175288035,General Santos City,652723,7.424
3649,2009,1.0,3.0,22.0,33.0,-0.691,133.305,NEAR NORTH COAST,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Probable Tsunami,7.3,23.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3649,"Irian Jaya Tsunamis of 3 January 2009. A major earthquake with a moment magnitude of 7.6 (USGS) occurred at 19:43:55 UTC 3 January (day 003) and was located 93 miles WNW of Manokwari, Irian Jaya, Indonesia (0.51S, 132.787E, 21.7mi/34.7km depth--USGS location). Two hours and 50 minutes after the first earthquake, a second major earthquake (occurring at 22:33:42 UTC 3 January, 2009) with a moment magnitude of 7.4 (USGS) occurred 51.7 miles WNW of Manokwari, Irian Jaya, Indonesia (0.695S, 133.279E, 21.7mi/34.7km depth--USGS location). These earthquakes produced tsunamis that were recorded at tide gages monitored at the Tsunami Warning Centers.  
<P>Link to the tsunami <B><U>
<a href=""http://www.ngdc.noaa.gov/nndc/struts/results?EQ_0=3647&t=101650&s=9&d=99,91,95,93&nd=display""','tsueqWindow','resizable=yes,
menubar=no,scrollbars=yes,width=800,height=600,left=5,
top=50', target=""blank""); "">event at 19:43UTC</a></U></B> for information on the tsunami runups. (reference #8657)",1.0,1175.9697790685052,General Santos City,652723,7.424
3691,2009,1.0,15.0,17.0,49.0,46.857,155.154,KAMCHATKA,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,7.4,36.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3691,,1.0,1165.6859638394162,Sapporo,2669680,7.162
4482,2009,8.0,16.0,7.0,38.0,-1.479,99.49,SUMATRA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,6.7,20.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/4482,A tsunami with a wave height (peak-to-trough) of 36 cm was recorded at Padang. (reference #1053),1.0,114.89790135570672,Padang,980455,7.424
4418,2009,8.0,10.0,20.0,7.0,34.743,138.264,HONSHU: S COAST,JAPAN,Japan,Earthquake,Definite Tsunami,6.4,40.0,,Severe (~>$5 to $24 million),Very Many (~1001 or more houses),Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/4418,"A tsunami with wave heights (center-to-peak) was recorded at the following tide stations: 7 cm at Owase, 7 cm at Shimizuminato, 17 cm at Uchiura, 39 cm at Omaezaki and 60 cm at Yaizu. (reference #1053)",1.0,28.367580219652762,Shizuoka,2922320,7.162
4376,2009,7.0,15.0,9.0,22.0,-45.762,166.562,OFF WEST COAST OF SOUTH ISLAND,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.8,12.0,,Limited (<$1 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/4376,,1.0,1203.060935404722,Auckland,1606564,7.424
4440,2009,9.0,29.0,17.0,48.0,-15.489,-172.095,SAMOA ISLANDS,SAMOA,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,8.1,18.0,,Extreme (~$25 million or more),,Many (~101 to 1000 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/4440,"<B>Felt Reports</B><P>At least <B>149 people killed in Samoa, 34 killed in American Samoa and 9 killed, 7 injured and 500 displaced on Niuatoputapu, Tonga</B>. Widespread damage to infrastructure occurred at Pago Pago, American Samoa, in many parts of Samoa and on Niuatoputapu, Tonga.
Nearly all of the casualties and damage were caused by
large tsunamis, with run up heights of 12 m at Poloa, 7 m at Pago Pago and Tula, American Samoa and 3 m on Niuatoputapu. Felt (V) at Apia, Samoa and (IV) at Iliili and Tafuna, American Samoa. Felt in much of American Samoa, Samoa and northern Tonga and as far away as Wallis and Futuna Islands. The tsunami was recorded with the following wave heights (peak-to-trough) on these selected tide stations: 411 cm at Pago Pago, American Samoa; 140 cm at Apia, Samoa; 111 cm at Rarotonga, Cook Islands...<P><B>Tectonic Summary</B><P>The broad-scale tectonics of the Tonga region are dominated by the relative convergence of the Pacific and Australia plates, with the Pacific plate subducting westward beneath the Australia plate at the Tonga trench. At the latitude of the earthquake of September 29, 2009, the Pacific plate moves westward with respect to the interior of the Australia plate at a velocity of about 86 mm/year. The earthquake occurred near the northern end of a 3,000 km long segment of the Pacific/Australia plate boundary that trends north-northeast; farther north of the earthquakes source region, the plate boundary trends northwest and then west. The eastern edge of the broad Australia plate may be viewed as a collection of small plates or microplates that move with respect to each other and with respect to the Pacific plate and the Australia plate interior.
<P>On the basis of currently available location and fault mechanism information, we infer that the September 29 earthquake occurred as a normal fault rupture on or near the outer rise of the subducting Pacific plate.
<P>The broad-scale Australia/Pacific plate boundary is one of the most active earthquake regions in the world. Earthquakes occur on the thrust-fault boundary between the Australia and Pacific plates, within the Pacific plate on both sides of the trench, and within and on the boundaries of the small plates that compose the eastern edge of the overall Australia plate.
<P>(above from ref #1053)
<P>Out of the 35 deaths in American Samoa (including 33 confirmed deaths & 2 missing persons), 13 over the age of 60 and 3 under the age of 10. At least 5 did not speak English. (ref #7397 & 12402)
<P>Samoa: The official death toll stands at 143, with five people missing. An estimated 4,500 people have been  directly affected by the tsunami, most of who are displaced.
Tonga: Nine people died and seven were seriously injured as a result of the tsunami that struck the northern island of Niuatoputapu. The Government has released its disaster assessment report and estimates the total cost of damage as <B>Tongan Paanga 18.2 million (approximately US$9.5 million</B>).
(ref #8715)
<P>148 killed, 5855 affected, $150 million damage. (ref #1250)
<P>The present, and probably definitive, human death toll is 34 on American Samoa, 146 in (independent) Samoa, and 9 on the Tongan island of Niuatoputapu, for a total of 189 persons killed. Economic losses are estimated conservatively at US$200 million... The most substantial damage [in American Ssmos] was wrought in the village of Poloa, where waves destroyed all structures except the church, which was itself severely damaged. A very strong community bonding helped save the young, the elderly, and the disabled. <B>34 were reported killed on Tutuila Island</B>. (ref #8422)
<P>The <B>damage in Samoa alone exceeded $150 million</B> (ref #9387)
<P>Since the disaster declaration more than 11 months ago, federal assistance to American Samoa, including FEMAs operational expenses, has exceeded <B>$125.5 million</B>, and an additional $4.3 million is planned for future distribution.(ref #9056)",1.0,2700.486793107938,Auckland,1606564,7.424
4419,2009,8.0,10.0,19.0,55.0,14.099,92.888,ANDAMAN ISLANDS,INDIA,Indian Ocean (including west coast of Australia),Earthquake,Probable Tsunami,7.5,5.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/4419,,1.0,460.9424468528363,Yangon,5331800,7.162
5222,2010,8.0,10.0,5.0,23.0,-17.541,168.06900000000002,VANUATU ISLANDS,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.2,25.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5222,,1.0,1895.8145883962554,Brisbane,2406182,7.869
5402,2010,12.0,21.0,17.0,19.0,26.901,143.69799999999998,BONIN ISLANDS,JAPAN,Japan,Earthquake,Definite Tsunami,7.4,14.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5402,,1.0,1029.1652116206214,Shizuoka,2922320,7.36
5343,2010,8.0,13.0,21.0,19.0,12.484000000000002,141.476,"GUAM, MARIANA ISLANDS",USA TERRITORY,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,6.9,10.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5343,,1.0,1840.3868956382294,Davao City,1825450,7.36
